id,title,type,ref,area
2123,Довговоля,4,7499330d-7301-11e9-898c-005056b24375,17
2124,Довголука,4,2b21a0cf-5f6f-11ec-80fb-b8830365bd04,13
2125,Довгомостиська,4,1694ad88-b79c-11e9-8c22-005056b24375,13
2127,Довгополе,4,317de230-229f-11ec-80fb-b8830365bd04,9
2126,Довгопілля,4,a1fd9006-7dce-11eb-80fb-b8830365bd04,24
2128,Довгошиї,4,6747186a-e595-11eb-80fb-b8830365bd04,17
2122,Довгів,4,b3bdf794-5f87-11ec-80fb-b8830365bd04,3
2129,Довжанка,4,4569c127-afdf-11ea-a970-b8830365ade4,15
2130,Довжанка (Тернопільська обл.),4,2394446e-bafc-11ea-a970-b8830365ade4,19
2131,Довжик,4,4682677b-9e68-11e9-898c-005056b24375,18
2132,Довжик (Житомирська обл.),4,7d02af62-f867-11e8-ad0d-005056b24375,6
2133,Довжик (Харківська обл.),4,160d6e5d-9e4e-11e9-898c-005056b24375,20
2134,Довжка,4,4001bc41-7dcb-11eb-80fb-b8830365bd04,9
2135,Довжки,4,29460630-cf28-11e9-b0c5-005056b24375,22
2136,Довжок,4,e99efa51-3e4a-11eb-80fb-b8830365bd04,2
2137,"Довжок (Вінницька обл, Шаргородський р-н)",4,dee0b5c1-7147-11eb-80fb-b8830365bd04,2
2138,Довжок (Вінницька обл.),4,5dd4fe97-6545-11ea-a970-b8830365ade4,2
2139,"Довжок (Кам'янець-Подільський р-н., Хмельн. обл.)",4,b79a3907-4c82-11e9-acea-005056b24375,22
2140,Довжок (Чернівецька обл.),4,75fad16d-a0f7-11ea-a970-b8830365ade4,24
2141,Довпотів,4,3aab2820-20b8-11ea-b89e-0025b501a04b,9
2142,Докучаєвське,4,0e45263f-3912-11e9-acea-005056b24375,20
2143,Долина,1,f70622d6-4078-11de-b509-001d92f78698,9
2144,Долина (Кіровоградська обл.),4,13dcd748-3e48-11eb-80fb-b8830365bd04,11
2145,Долина (Теребовлянський р-н),4,c0f9b70a-bdf5-11eb-80fb-b8830365bd04,19
2146,Долина (Тернопільська обл.),4,4ebd2b55-8745-11eb-80fb-b8830365bd04,19
2150,Долинка,4,bcc95187-daa9-11e9-b48a-005056b24375,23
2151,Долинка (Запорізька обл.),4,e9bacb48-3e3c-11eb-80fb-b8830365bd04,8
2152,"Долинка (Саратський р-н., Одеська обл.)",4,dab01e5e-1a1c-11eb-80fb-b8830365bd04,15
2153,Долинська,1,f7062332-4078-11de-b509-001d92f78698,11
2154,Долинське (Бердянський р-н),4,1b92fdc5-afdd-11ea-a970-b8830365ade4,8
2155,Долинське (Дніпропетровська обл.),4,fbc84d91-29c0-11eb-80fb-b8830365bd04,4
2156,Долинське (Запорізький р-н),4,00b6e98d-58b3-11e6-a9f2-005056887b8d,8
2157,Долинське (Одеська обл.),4,22504156-b7a5-11e9-8c22-005056b24375,15
2158,"Долинське (Олександрійський р-н., Кіров. обл.)",4,e886fd53-1a1a-11eb-80fb-b8830365bd04,11
2159,"Долинське (Ренійський р-н., Одеська обл.)",4,f10fc6cb-c777-11ea-a970-b8830365ade4,15
2160,Долинське (Херсонська обл.),4,58a9443a-b775-11e9-8c22-005056b24375,21
2161,Долиняни,1,15befce4-9e52-11e9-898c-005056b24375,24
2162,Долиняни (Городоцький р-н),4,871a431a-4d3e-11ec-80fb-b8830365bd04,13
2147,Долинівка,4,e9e6e10c-cf1b-11e9-b0c5-005056b24375,11
2148,Долинівка (Житомирська обл.),4,17b6b2ec-afe0-11ea-a970-b8830365ade4,6
2149,Долинівка (Одеська обл.),4,5cd7d7ee-34b6-11eb-80fb-b8830365bd04,15
2166,Долматівка,4,08d062d5-e5e2-11e9-b48a-005056b24375,21
2167,Дольськ,4,3a38d844-4f17-11ea-b89e-0025b501a04b,3
2163,Долішнє Залуччя,4,1d7d85b0-b787-11e9-8c22-005056b24375,9
2164,Долішній Лужок,4,98aa772d-4e4b-11ed-a361-48df37b92096,13
2165,Долішній Шепіт,4,639754c0-b7ab-11e9-8c22-005056b24375,24
2168,Домажир,4,161de448-b1d2-11ed-a361-48df37b92096,13
2170,Домантове,4,04eda5ea-b79f-11e9-8c22-005056b24375,23
2169,Доманівка,2,06f8795a-4079-11de-b509-001d92f78698,14
2171,Домашів,4,77a54f12-58f2-11ec-80fb-b8830365bd04,13
2172,Донець,4,16d8f7a0-6547-11ea-a970-b8830365ade4,20
2173,Донець(Балаклійський р-н),2,bd344b7b-7c09-11e2-8f83-d4ae527baec3,20
2174,Донське,2,840d611d-ea81-11e5-899e-005056887b8d,5
2175,Донцівка,4,e3eaf0ef-b774-11e9-8c22-005056b24375,12
2176,Доробратово,4,8e92e4d6-daa8-11e9-b48a-005056b24375,7
2177,Дорогиничі,4,58556c48-4633-11ec-80fb-b8830365bd04,3
2178,Дорогинка,4,9a856e59-7dca-11eb-80fb-b8830365bd04,25
2179,Дорогичівка,4,164a09be-7147-11eb-80fb-b8830365bd04,19
2180,Дорогобуж (Рівненська обл.),4,e54a3a30-ec5d-11ea-80fb-b8830365bd04,17
2181,Дорожне,4,519d5cf2-4633-11ec-80fb-b8830365bd04,2
2182,Дорожнянка,4,57e8dc69-7fea-11ea-a970-b8830365ade4,8
2183,Доросині,4,1ef3db98-3e43-11eb-80fb-b8830365bd04,3
2184,Доротище,4,942c22a3-18c9-11ed-a361-48df37b92096,3
2185,Дорошівка,4,75d9394f-1cbd-11e6-971e-005056887b8d,14
2186,Дорошівці,4,898abd73-dae4-11e9-b48a-005056b24375,24
2187,Дослідне,3,8ec3300d-ff89-11e8-ad0d-005056b24375,4
2188,Дослідницьке,4,c5f7492f-9653-11e9-898c-005056b24375,10
2189,Драбинівка,4,a0cf93e9-8862-11e9-898c-005056b24375,16
2192,Драбове-Барятинське,4,48fb3a7a-9294-11e9-898c-005056b24375,23
2190,Драбів,2,06f87972-4079-11de-b509-001d92f78698,23
2191,Драбівці,4,6d00cf87-f97d-11ea-80fb-b8830365bd04,23
2193,Драганівка,4,f85ebd27-3e4d-11eb-80fb-b8830365bd04,19
2194,Драгасимів,4,394e841f-3d74-11ed-a361-48df37b92096,9
2195,Драгово,4,8f6be858-7644-11e4-acce-0050568002cf,7
2196,Драгомирчани,4,1ec11a36-e689-11e9-b48a-005056b24375,9
2197,Драниця,4,568f744d-64ce-11e9-898c-005056b24375,24
2198,Дранка,4,b47ec9b0-4630-11ec-80fb-b8830365bd04,2
2199,Драчино,4,a46be1ef-67d3-11eb-80fb-b8830365bd04,7
2200,Драчинці,4,05e6689b-2bec-11e6-9e93-005056887b8d,24
2201,Древині,4,d2983e94-e5f0-11e9-b48a-005056b24375,3
2202,Дробишеве,4,09e93ffc-fe15-11e8-ad0d-005056b24375,5
2203,Дробишів,4,65552ace-76fc-11e9-898c-005056b24375,25
2204,Дрогобич,1,db5c88f6-391c-11dd-90d9-001a92567626,13
2205,Дроговиж,4,11fa7f89-dae6-11e9-b48a-005056b24375,13
2206,Дрогомишль,4,6ea7f992-feec-11e9-91ff-0025b501a04b,13
2207,Дроздинь (Рівненська обл.),4,561ab385-fee1-11e9-91ff-0025b501a04b,17
2209,Дроздні,4,92d3f579-dab3-11e9-b48a-005056b24375,3
2210,Дроздовичі,4,9035c5bf-4650-11ec-80fb-b8830365bd04,13
2208,Дроздівка,4,683f47e5-d43a-11eb-80fb-b8830365bd04,25
2211,Дротинці,4,f476cb2b-30ac-11ec-80fb-b8830365bd04,7
2212,Дружба (Донецька обл.),4,7a39946d-feed-11e9-91ff-0025b501a04b,5
2213,Дружба (Рівненська обл.),4,b2f8b578-29bd-11eb-80fb-b8830365bd04,17
2214,Дружба (Сумська обл.),1,222085e2-f1c8-11e1-a58d-d4ae527baec9,18
2215,Дружба (Тернопільська обл.),4,8a4ff697-78e7-11e6-a9f2-005056887b8d,19
2216,Дружба (Харківська обл.),4,4d479752-eddf-11eb-80fb-b8830365bd04,20
2217,Дружелюбівка,4,78784b03-cde3-11eb-80fb-b8830365bd04,2
2218,Дружелюбівка (Миколаївська обл.),4,84f08122-5f65-11ec-80fb-b8830365bd04,14
2219,Дружківка,1,db5c88f7-391c-11dd-90d9-001a92567626,5
2221,Дружня,4,5d1c9e4c-5f99-11ec-80fb-b8830365bd04,10
2220,Дружнє,4,fb5416de-1aaf-11ea-8c15-0025b502a06e,22
2222,Друхів,4,ff84052c-9742-11e9-898c-005056b24375,17
2223,Дуба,4,938d240c-e689-11e9-b48a-005056b24375,9
2224,Дубаневичі (Львівська обл.),4,bdf437f1-d318-11ea-a970-b8830365ade4,13
2225,Дубечне,4,23db4ba0-7302-11e9-898c-005056b24375,3
2226,Дубина,4,1022cf86-77ad-11ec-80fb-b8830365bd04,13
2227,Дубинове,4,3a9b48a7-cf3b-11e9-b0c5-005056b24375,15
2228,Дубище,4,5e30c214-9e54-11e9-898c-005056b24375,3
2229,Дубище (Чуднівський р-н),4,bd19ea77-3d75-11ed-a361-48df37b92096,6
2235,Дубки,4,ad2f3695-2e64-11eb-80fb-b8830365bd04,9
2236,Дубки (Рівненська обл.),4,498e668e-64eb-11ed-a361-48df37b92096,17
2237,"Дубляни (Львів.обл.,Жовків.р-н)",1,d223f258-6621-11e3-b441-0050568002cf,13
2238,Дубляни (Рівненська обл.),4,ee6ede54-f97d-11ea-80fb-b8830365bd04,17
2239,Дубляни (Самбірський р-н),4,f349a9a1-735e-11ea-a970-b8830365ade4,13
2240,Дублянка,4,c0b5fb07-dab0-11e9-b48a-005056b24375,20
2241,Дубно,1,441f7f9c-a440-11dd-bcd8-001d92f78697,17
2242,Дубов'язівка,4,e454bd81-dcf9-11e8-ad0d-005056b24375,18
2243,Дубова,4,d2a522ed-be32-11eb-80fb-b8830365bd04,23
2244,Дубове (Волинська обл.),4,578161a6-b793-11e9-8c22-005056b24375,3
2245,Дубове (Закарпатська обл.),2,921dbf9a-e246-11e3-8c4a-0050568002cf,7
2246,Дубове (Сторожинецький р-н),4,1eeb2b23-3d75-11ed-a361-48df37b92096,24
2247,Дубовики,4,5dfe2fe0-b78e-11e9-8c22-005056b24375,4
2248,Дубовичі,4,dcddd1ec-8865-11e9-898c-005056b24375,18
2249,Дубові Гряди,4,f73a236f-96d2-11ea-a970-b8830365ade4,20
2250,Дубриничі,4,054d852d-884b-11e9-898c-005056b24375,7
2255,Дубровиця (Львівська обл.),4,8c81a411-b79b-11e9-8c22-005056b24375,13
2256,Дубровиця (Рівненська обл.),1,00065618-4079-11de-b509-001d92f78698,17
2251,Дубрівка,4,878aee97-b7a1-11e9-8c22-005056b24375,6
2252,Дубрівка (Закарпатська обл.),4,c395f58d-8966-11ea-a970-b8830365ade4,7
2253,Дубрівка (Львівська обл.),4,59622b7f-30ae-11ec-80fb-b8830365bd04,13
2254,Дубрівка (Ужгородський р-н),4,1ce41aac-5f9a-11ec-80fb-b8830365bd04,7
2230,Дубівка,4,e8f46089-f40c-11e9-91ff-0025b501a04b,17
2231,Дубівці (Івано-Франківська обл.),4,401e948d-cf45-11e9-b0c5-005056b24375,9
2232,Дубівці (Тернопільська обл.),4,114f30cf-2e66-11eb-80fb-b8830365bd04,19
2233,Дубівці (Чернівецька обл.),4,48fb3a8f-9294-11e9-898c-005056b24375,24
2234,Дубіївка,4,06abe99f-6c0a-11e4-acce-0050568002cf,23
2257,Дударків,4,62e39d31-65ce-11e5-8d8d-005056887b8d,10
2258,Дудчани,4,4250c6ad-76fb-11e9-898c-005056b24375,21
2259,Дудчине,4,06286881-a958-11e9-b73a-005056b24375,21
2260,Дулицьке,4,309bfb55-5133-11ec-80fb-b8830365bd04,10
2262,Дулово,4,56646bea-cf44-11e9-b0c5-005056b24375,7
2261,Дуліби,4,67f00c1c-0092-11e6-899e-005056887b8d,13
2264,Думанці (Черкаська обл.),4,092ff116-c776-11ea-a970-b8830365ade4,23
2263,Думанів (Хмельницька обл.),4,916d9ac8-de39-11ea-80fb-b8830365bd04,22
2265,Дунаїв,4,bf44468c-882c-11e9-898c-005056b24375,19
2266,Дунаїв (Львівська обл.),4,b0e3a23f-5f6c-11ec-80fb-b8830365bd04,13
2267,Дунаївка,4,df4d7b24-b76f-11e9-8c22-005056b24375,8
2268,Дунаївці,1,f70622ea-4078-11de-b509-001d92f78698,22
2269,Дунаївці (Дунаєвецький р-н.),2,14e697cb-706c-11e8-9d95-005056b2fc3d,22
2270,Дунковиця,4,7bcd43d5-afd9-11ea-a970-b8830365ade4,7
2271,Дусанів,4,777ce68a-5f6d-11ec-80fb-b8830365bd04,13
2272,Дусино,4,d9cb23b0-64cc-11e9-898c-005056b24375,7
2273,Дюксин,4,ab47232b-d3fe-11eb-80fb-b8830365bd04,17
2274,Дюла,4,36e16af9-2e64-11eb-80fb-b8830365bd04,7
2275,Дягова,4,a1494ff1-a9ac-11eb-80fb-b8830365bd04,25
2276,Дядьковичі (Рівненський р-н),4,6785d6dc-2f04-11e6-9e93-005056887b8d,17
2277,Дяків,4,600a2d05-6f97-11ed-a361-48df37b92096,22
2278,Дяківці,4,a9c68bdc-fee3-11e9-91ff-0025b501a04b,2
2279,Дяківці (Герцаївський р-н),4,2af842dd-fe92-11eb-80fb-b8830365bd04,24
2032,Дібрівка,4,8dd83807-b7a3-11e9-8c22-005056b24375,10
2033,Дібрівка (Чернівецька обл.),4,263d98cb-b6f4-11eb-80fb-b8830365bd04,24
2034,Дібрівськ,4,6331d091-a953-11e9-b73a-005056b24375,17
2035,Дівички,4,e34990db-23a7-11e9-ad0d-005056b24375,10
2036,Дівоче Поле,4,b5a633f0-1a1b-11eb-80fb-b8830365bd04,11
2037,Дівочки,4,31a778d0-e67c-11e9-b48a-005056b24375,6
2038,Дігтярі,2,c02a4495-a958-11e9-b73a-005056b24375,25
2039,Дідилів,4,8bd66c8a-5f6a-11ec-80fb-b8830365bd04,13
2040,Дідичі,4,9f72237c-b795-11e9-8c22-005056b24375,3
2041,Ділове,4,5b655094-ee61-11e4-8a92-005056887b8d,7
2042,Дітківці,4,04d5b102-7147-11eb-80fb-b8830365bd04,19
2280,Елітне,4,f8c9dddd-a7a2-11e9-b73a-005056b24375,20
2281,Енергодар,1,b3ecdf66-a84b-11de-a2ca-000c294065a1,8
2282,Есень,4,4a4a1607-0fe3-11eb-80fb-b8830365bd04,7
2283,Есмань,2,5cd47c67-9e65-11e9-898c-005056b24375,18
2284,Есхар,4,a07bf655-b783-11e9-8c22-005056b24375,20
2310,Жабинці,4,85a28877-34b3-11eb-80fb-b8830365bd04,22
2311,Жабокрич,4,ed015da5-7d68-11e9-898c-005056b24375,2
2312,Жабокричка,4,b1fdd523-5f76-11ec-80fb-b8830365bd04,2
2313,Жаботин (Черкаська обл.),4,1162d9f9-964d-11e9-898c-005056b24375,23
2314,Жаврів,4,8af66096-5098-11ed-a361-48df37b92096,17
2315,Жадани (Вінницька обл.),4,d6476f21-5f71-11ec-80fb-b8830365bd04,2
2316,Жадень,4,1c364c9f-5a18-11ea-a970-b8830365ade4,17
2317,Жадківка,4,3a3a4ff0-bee8-11eb-80fb-b8830365bd04,17
2318,Жалибори,4,abdb3038-6540-11ea-a970-b8830365ade4,9
2320,Жашковичі,4,20f11495-fe93-11eb-80fb-b8830365bd04,3
2319,Жашків,1,06f8794a-4079-11de-b509-001d92f78698,23
2321,Жванець,4,fc9077e9-0c93-11ea-8c15-0025b502a06e,22
2322,Жвирка,4,864c4f2f-928b-11e9-898c-005056b24375,13
2323,Жданівка (Дніпропетровська обл.),4,9c8ab014-883e-11e9-898c-005056b24375,4
2324,Жденієво,4,a9cbcd19-1aae-11ea-8c15-0025b502a06e,7
2325,Жежелів,4,5c11fa01-65c1-11e9-898c-005056b24375,2
2326,Желдець,4,1b1df666-5f97-11ec-80fb-b8830365bd04,13
2327,Жемелинці,4,53e8eb63-b798-11e9-8c22-005056b24375,22
2328,Женишківці,4,3e92362a-cf1d-11e9-b0c5-005056b24375,22
2329,Жердова,4,7e3c2636-20b8-11ea-b89e-0025b501a04b,10
2330,Жердя,4,84c9655a-fee2-11e9-91ff-0025b501a04b,22
2332,Жеребки,4,0c34f873-1a1e-11eb-80fb-b8830365bd04,19
2333,Жеребкове,4,7b75fb5a-2d1b-11e4-acce-0050568002cf,15
2331,Жереб’ятин,4,f158061f-3d74-11ed-a361-48df37b92096,10
2334,Живанівка,4,c4065c29-8853-11e9-898c-005056b24375,11
2335,Живачів,4,527f0112-cf24-11e9-b0c5-005056b24375,9
2336,Жигайлівка,4,5a1cd952-a96a-11e9-b73a-005056b24375,18
2337,Жидачів,1,f7062386-4078-11de-b509-001d92f78698,13
2338,Жидичин,4,8b1597b9-b81e-11e9-8c22-005056b24375,3
2339,Жизномир,4,f3b29b2e-9e69-11e9-898c-005056b24375,19
2340,Жилинці (Хмельницька обл.),4,6a236d1c-de37-11ea-80fb-b8830365bd04,22
2341,Жилівка,4,75a14a25-8e67-11ec-80fb-b8830365bd04,24
2342,Жиричі,4,eb0740b5-29c4-11eb-80fb-b8830365bd04,3
2345,Жирова,4,2fac3f98-34b5-11eb-80fb-b8830365bd04,13
2343,Жирівка,4,9f3e24d0-b399-11ed-a361-48df37b92096,13
2344,Жирівське,4,b223a50f-5f67-11ec-80fb-b8830365bd04,13
2346,Житані,4,d4b76dd3-bafb-11ea-a970-b8830365ade4,3
2347,Житлівка,4,e52d9a60-76f5-11e9-898c-005056b24375,12
2348,Житники (Черкаська обл.),4,8f05df7d-c76f-11ea-a970-b8830365ade4,23
2349,Житні Гори,4,796d7a73-76f4-11e9-898c-005056b24375,10
2350,Житнівка,4,dc1d9ee6-4e23-11ed-a361-48df37b92096,3
2351,Житомир,1,db5c88c4-391c-11dd-90d9-001a92567626,6
2352,Жихор,1,3277e8a8-64ca-11e9-898c-005056b24375,20
2353,Жищинці,4,9fb3a05b-96cc-11ea-a970-b8830365ade4,22
2354,Жмеринка,1,17e0c2cb-b5b9-11dd-81ea-001d92f78697,2
2355,Жнятино,4,099e5f1a-9e69-11e9-898c-005056b24375,7
2356,Жобрин,4,4177aedd-64ea-11ed-a361-48df37b92096,17
2357,Жовква,1,f7062378-4078-11de-b509-001d92f78698,13
2358,Жовкині,4,2a9051ba-7301-11e9-898c-005056b24375,17
2359,Жовнине,4,fab79262-7d65-11e9-898c-005056b24375,23
2360,Жовта Круча,4,51b215f6-9284-11e9-898c-005056b24375,8
2361,Жовтанці,4,ab8956bf-399a-11e9-acea-005056b24375,13
2362,Жовте,4,87153129-9e6b-11e9-898c-005056b24375,4
2363,"Жовте (П'ятихатський р-н., Дніпропетровська обл.)",4,e85b5c4d-dae6-11e9-b48a-005056b24375,4
2364,Жовтий Яр,4,bb4fe7cf-3e3d-11eb-80fb-b8830365bd04,15
2365,Жовті Води,1,441f7f9e-a440-11dd-bcd8-001d92f78697,4
2366,Жовчів,4,34a2de64-3b1d-11ec-80fb-b8830365bd04,9
2367,Жолоби,4,7062bf7c-e593-11eb-80fb-b8830365bd04,19
2368,Жолобки,4,a3b092c0-cde1-11eb-80fb-b8830365bd04,19
2369,Жоравка,4,d63931c7-dae7-11e9-b48a-005056b24375,10
2370,Жорнище (Вінницька обл.),4,172b6e13-30b0-11ec-80fb-b8830365bd04,2
2371,Жубровичі,4,a64cf7e1-8849-11e9-898c-005056b24375,6
2372,Жуки,4,33d5677a-3e43-11eb-80fb-b8830365bd04,16
2373,Жуки ,4,77bf4d0e-e66e-11e9-b48a-005056b24375,16
2374,Жукин,4,99f44a42-a7a1-11e9-b73a-005056b24375,10
2379,Жукотин,4,a29ec94a-16d9-11ec-80fb-b8830365bd04,13
2375,Жуків (Хмельницька обл.),4,47f7e045-9e05-11eb-80fb-b8830365bd04,22
2376,Жуківка,4,7812e430-e68c-11e9-b48a-005056b24375,10
2377,Жуківка (Чернігівська обл.),4,8ebcf99d-cfd8-11e9-b0c5-005056b24375,25
2378,Жуківці,4,79116efb-3e46-11eb-80fb-b8830365bd04,2
2380,Жулин,4,f30e367f-07da-11eb-80fb-b8830365bd04,13
2381,Журавичі,4,cf0c2b8c-b81e-11e9-8c22-005056b24375,3
2382,Журавка,4,93a4310f-887a-11e9-898c-005056b24375,25
2383,Журавка (Черкаська обл.),4,da19eb20-afda-11ea-a970-b8830365ade4,23
2384,Журавків,4,c47cb3e4-5f67-11ec-80fb-b8830365bd04,13
2385,Журавлинка,4,d1e4b506-6540-11ea-a970-b8830365ade4,11
2386,Журавлиха,4,7a377376-b7a2-11e9-8c22-005056b24375,10
2387,Журавлівка,4,0a051b77-e597-11eb-80fb-b8830365bd04,2
2388,Журавне,4,5265f8dd-8834-11e9-898c-005056b24375,2
2389,Журавники,4,653253f3-735d-11ea-a970-b8830365ade4,3
2390,Журавно,2,d51a21ef-f876-11e4-8a92-005056887b8d,13
2391,Жураки (Івано-Франківська обл.),4,d4ebe2c1-c77a-11ea-a970-b8830365ade4,9
2392,Журатин,4,a5c5a547-64c8-11ec-80fb-b8830365bd04,13
2393,Журжинці,4,09bd0dca-cde2-11eb-80fb-b8830365bd04,23
2394,Заайдарівка,4,906b17f4-9e3e-11e9-898c-005056b24375,12
2395,Забарине,4,137e332f-9291-11e9-898c-005056b24375,20
2396,Забарине (Херсонська обл.),4,7ec8e066-58fc-11ec-80fb-b8830365bd04,21
2397,Забереж,4,571cc605-229e-11ec-80fb-b8830365bd04,7
2398,Забережжя,4,3f616b70-7147-11eb-80fb-b8830365bd04,9
2401,Забойки,4,1dc8ebce-e690-11e9-b48a-005056b24375,19
2404,Заболотне,4,847676d1-7147-11eb-80fb-b8830365bd04,7
2405,Заболоття (Волинська обл.),2,03e3d0c7-b992-11e3-9fa0-0050568002cf,3
2407,Заболоття (Рокитнівський р-н),4,40869a0b-afe2-11ea-a970-b8830365ade4,17
2406,Заболоття (Рівненська обл.),4,662c902d-e5e7-11e9-b48a-005056b24375,17
2408,Заболоття (Чернівецька обл.),4,900adcc0-16d6-11ec-80fb-b8830365bd04,24
2409,Заболотці,4,4a3e8989-882c-11e9-898c-005056b24375,3
2410,Заболотці (Львівська обл.),4,287f1c70-3e3e-11eb-80fb-b8830365bd04,13
2402,Заболотів (Снятинський р-н),2,20982d74-9b6c-11e2-a57a-d4ae527baec3,9
2403,Заболотівці,4,f30c27ce-3e4b-11eb-80fb-b8830365bd04,13
2411,Забороль,4,a8ec1f53-b794-11e9-8c22-005056b24375,3
2412,Забороль (Рівненська обл.),4,dc6326e8-2e61-11eb-80fb-b8830365bd04,17
2415,Заброди,4,a641ae35-34b6-11eb-80fb-b8830365bd04,3
2413,Забрідь (Закарпатська обл.),4,0ad5d86d-de40-11ea-80fb-b8830365bd04,7
2414,"Забрідь (Хустський р-н., Закарпатська обл.)",4,18b4f0ba-29c0-11eb-80fb-b8830365bd04,7
2416,Забужжя,4,71411dbe-0fe1-11eb-80fb-b8830365bd04,13
2417,Забужжя (Волинська обл.),4,a53816fd-34f2-11ed-a361-48df37b92096,3
2418,Забужжя (Кам'янка-Бузький р-н),4,773ce527-5f6b-11ec-80fb-b8830365bd04,13
2419,Забуччя,4,b3338317-5f98-11ec-80fb-b8830365bd04,10
2399,Забір'я,4,65a62535-ffe7-11e5-899e-005056887b8d,10
2400,Забір'я (Львівська обл.),4,6cbe1118-afda-11ea-a970-b8830365ade4,13
2424,Завадка,4,387f8866-cf47-11e9-b0c5-005056b24375,9
2425,Завадка (Закарпатська обл.),4,63c2df03-7147-11eb-80fb-b8830365bd04,7
2420,"Завадів (Яворський р-н., Львівська обл.)",4,6fd64007-e674-11e9-b48a-005056b24375,13
2421,Завадівка,4,da754e97-929a-11e9-898c-005056b24375,10
2422,Завадівка (Львівська обл.),4,a38a92ba-5a1a-11ea-a970-b8830365ade4,13
2423,Завадівка (Черкаська обл.),4,82446cd0-a954-11e9-b73a-005056b24375,23
2428,Завалля (Івано-Франківська обл.),4,e63f0d31-b787-11e9-8c22-005056b24375,9
2429,Завалля (Кіровоград. обл),2,8c30dec7-3a09-11e2-8c54-d4ae52ab9fab,11
2426,Завалів,4,ea012156-cde1-11eb-80fb-b8830365bd04,19
2427,Завалійки,4,3c7a9ccf-96ce-11ea-a970-b8830365ade4,22
2430,Заверешиця,4,ea139a43-0c96-11ea-8c15-0025b502a06e,13
2431,Завидовичі,4,19b0c6f2-dab7-11e9-b48a-005056b24375,13
2432,Завидово,4,099e5f2f-9e69-11e9-898c-005056b24375,7
2433,Завишень,4,89a2cd82-afda-11ea-a970-b8830365ade4,13
2437,Заводське (Конотопський р-н),4,49d35c63-9e07-11eb-80fb-b8830365bd04,18
2438,"Заводське(Миргородський р-н,Полтав. обл)",1,a2762a75-a0ef-11e1-b2df-0026b97ed48a,16
2439,Заводське(Тернопільська обл.),2,c640284a-c975-11e4-a77a-005056887b8d,19
2435,Заводівка,4,7c84d408-b7a5-11e9-8c22-005056b24375,15
2436,Заводівка (Херсонська обл.),4,ba6b0f23-4632-11ec-80fb-b8830365bd04,21
2440,Заволока,4,59388bb3-c2e2-11eb-80fb-b8830365bd04,24
2441,Заворичі,4,272e2a49-883a-11e9-898c-005056b24375,10
2434,Завій,4,bca0cba3-fef7-11e9-91ff-0025b501a04b,9
2442,Загайпіль,4,648373f2-eddf-11eb-80fb-b8830365bd04,9
2443,Загаття,4,d1d230fa-cf17-11e9-b0c5-005056b24375,7
2444,Загвіздя,4,8a3cea06-4699-11ea-b89e-0025b501a04b,9
2452,Загнітків,4,87e8c0d9-dae1-11e9-b48a-005056b24375,15
2453,Загорб,4,73ace951-5f99-11ec-80fb-b8830365bd04,7
2454,Загребелля,4,8ebcf9b2-cfd8-11e9-b0c5-005056b24375,25
2455,Загродське,4,9859384a-34b3-11eb-80fb-b8830365bd04,22
2445,Загір'я,4,7fe6717a-a0fd-11ea-a970-b8830365ade4,19
2446,Загір'я (Луківська сільська рада),4,9af9357f-bafd-11ea-a970-b8830365ade4,13
2447,Загір'я (Одеська обл.),4,85c807ae-462c-11ec-80fb-b8830365bd04,15
2448,Загір'я (Пустомитівський р-н),4,59d8dea8-18ca-11ed-a361-48df37b92096,13
2449,Загір'я (Рогатинський р-н),4,bc313e70-bdf4-11eb-80fb-b8830365bd04,9
2450,Загірне,4,12702099-b7b6-11e9-8c22-005056b24375,13
2451,Загірочко,4,f65de1c4-4d38-11ec-80fb-b8830365bd04,13
2456,Задарів,4,5ee0068e-64c8-11ec-80fb-b8830365bd04,19
2457,Задвір'я,4,3b94749c-5f89-11ec-80fb-b8830365bd04,13
2458,Задністря,4,0f5375af-9e57-11e9-898c-005056b24375,13
2459,Задністрянське,4,cc3d6705-9e6a-11e9-898c-005056b24375,9
2460,Задубрівка,4,dbcbf075-0fe0-11eb-80fb-b8830365bd04,24
2461,Задубрівці,4,3e8748b4-dab2-11e9-b48a-005056b24375,9
2462,Задунаївка,4,34ec9fc8-5a17-11ea-a970-b8830365ade4,15
2463,Зазим'я,4,4d2bd895-cbe3-11e5-8478-005056887b8d,10
2464,Зазірки,4,6e0a1631-b7b5-11e9-8c22-005056b24375,18
2466,Зайцеве,4,905d8ed6-c345-11e9-b0c5-005056b24375,5
2467,Зайцеве (Дніпропетровська обл.),4,09144cb4-e5ef-11e9-b48a-005056b24375,4
2468,Закерничне,4,938d2421-e689-11e9-b48a-005056b24375,9
2469,Закупне,4,241fbbf1-8829-11e9-898c-005056b24375,22
2470,"Залав'я (Рокитнівський р-н, Рівненська обл.)",4,a6d7483c-0c93-11ea-8c15-0025b502a06e,17
2471,Залаззя,4,52a0cf17-dab5-11e9-b48a-005056b24375,3
2472,Заланів,4,937f6565-3607-11ea-b89e-0025b501a04b,9
2473,Залевки,4,c74d19cb-2e62-11eb-80fb-b8830365bd04,23
2474,Залелія,4,d4676401-29c0-11eb-80fb-b8830365bd04,4
2475,Заливне,4,311fcd76-fedf-11e9-91ff-0025b501a04b,8
